x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,target
37.63,7.87,7.482180409640268,1,2,72.9,30.12,45.02,22.47,58.6,9.27,0
40.61,5.28,10.42503236166696,1,6,73.49,22.4,62.04,17.53,53.9,6.91,0
26.86,5.24,9.941398893881633,1,8,68.96,31.54,,,53.9,17.06,1
30.05,4.4,13.621982255742148,2,4,68.98,40.35,49.71,16.61,53.8,8.49,1
46.81,3.35,11.804240600275065,1,6,,21.59,52.1,24.88,54.7,8.77,0
39.24,3.53,28.055629719363502,2,6,64.07,18.32,65.04,21.11,65.2,9.98,0
39.53,2.63,10.89243691557483,1,4,71.66,33.79,49.7,21.82,53.4,8.73,0
46.16,5.96,20.13379976651465,1,6,,,46.94,18.76,65.6,11.59,0
39.62,1.89,28.726778503933573,1,3,61.3,20.07,43.06,18.89,52.2,8.97,0
42.6,0.5,26.7432229217967,2,8,69.46,31.26,49.36,19.55,51.2,9.55,0
39.95,8.28,34.52055911572209,1,6,66.24,45.37,48.03,15.0,50.4,6.42,1
27.86,5.33,16.39868578648331,2,4,57.62,57.63,,,54.2,11.28,1
46.15,8.22,12.154695992854219,1,4,,30.63,45.76,17.62,51.7,6.91,0
52.21,5.96,38.38967223574638,1,2,,35.17,50.12,16.22,63.8,7.24,0
50.07,7.67,8.671564042936659,1,3,,17.63,47.44,16.26,,9.71,0
42.27,6.61,27.24278487664948,2,8,69.57,18.2,54.23,17.61,,16.0,0
43.66,,,0,7,63.8,19.74,50.68,16.29,51.0,8.06,0
44.51,6.84,10.282508365274548,2,5,72.02,26.74,57.84,17.84,57.9,8.6,0
52.31,4.16,18.18687419108717,0,2,,15.45,55.06,17.5,60.0,14.98,0
50.11,2.5,17.865773763090722,2,1,,24.73,29.36,19.13,65.4,10.09,0
39.38,2.71,23.040268166120256,0,2,67.39,23.49,48.33,19.17,61.0,6.76,0
40.83,2.61,9.247452803356198,1,4,48.44,,67.19,18.25,57.0,10.9,0
40.34,7.43,11.507795431796747,1,2,60.46,,42.97,,58.5,5.36,0
37.7,9.71,18.05394297291324,1,4,68.65,21.09,51.6,15.73,,8.64,0
37.4,0.86,12.002345347160205,2,1,69.65,24.56,58.07,13.46,,14.93,1
40.75,7.01,26.76593780223425,1,2,71.73,36.94,57.98,16.93,62.8,12.73,1
24.86,2.47,14.724107716059777,1,4,45.07,39.08,48.06,20.64,55.5,12.06,1
44.17,0.05,21.468756230346926,1,1,66.7,,53.72,15.96,62.0,7.34,0
38.38,,15.248684226993268,1,10,57.51,,49.95,17.7,63.6,12.95,1
33.08,0.86,16.99158977429041,1,4,40.42,35.91,58.59,23.22,60.7,9.72,1
40.18,3.12,8.865552483920972,1,2,10.35,19.41,49.92,16.04,57.2,13.55,0
36.25,,12.62982482689229,1,3,71.71,23.72,,,,8.49,1
49.83,2.8,10.102405905259143,0,2,,21.45,59.7,20.47,52.6,7.09,0
33.77,2.28,12.929154498289286,2,4,64.76,21.18,49.45,16.68,52.5,12.75,0
41.91,9.08,15.703711055784957,0,3,66.4,25.77,,21.78,62.3,16.03,0
43.82,6.41,18.336674143695298,1,4,49.39,26.33,57.44,18.76,,15.25,0
35.63,4.58,26.129269064760237,2,4,69.73,35.77,55.75,20.79,54.0,8.43,1
32.87,2.33,47.63755223194889,1,1,67.8,23.73,,13.81,,5.89,1
44.04,6.39,9.744599479698538,2,5,78.11,40.2,,,,11.76,1
38.64,,13.905780638512223,0,4,72.78,26.48,57.73,18.9,57.7,7.71,0
34.91,6.78,11.00395999604318,0,7,69.4,29.49,56.62,18.75,,19.03,1
31.43,5.91,20.108937315320297,1,5,66.08,,42.11,19.32,58.6,12.49,1
45.67,0.03,9.296178935158647,2,4,72.1,22.6,,,50.7,10.38,0
51.84,6.8,10.146977595558377,1,7,,30.72,47.47,22.18,,14.17,0
37.8,4.51,10.92172375377521,2,9,70.62,26.22,46.58,23.91,64.1,11.08,0
45.11,1.69,,2,3,57.98,25.26,37.83,14.08,60.6,13.79,0
49.03,0.81,11.295540754865565,2,4,,35.58,,19.01,,6.07,0
48.41,5.71,38.358902735908664,0,3,,25.06,46.14,16.62,54.3,14.54,0
37.48,,,1,7,47.21,21.47,54.18,17.93,52.6,8.4,0
45.21,,,1,7,57.36,25.15,53.31,24.13,59.9,8.17,0
46.29,6.31,59.72795406434408,1,4,,19.33,45.84,16.39,57.6,9.96,0
59.13,,,1,9,,25.94,42.94,17.13,,9.41,0
43.13,9.75,15.562247466379112,1,6,53.91,29.65,,15.5,56.1,17.82,0
48.92,7.77,11.015638064750021,2,3,,26.3,,22.64,59.2,14.87,1
47.39,7.51,32.03668548706851,2,6,,18.95,54.95,17.99,54.4,7.91,0
46.27,3.0,8.920461528334542,1,3,,27.65,62.84,13.0,66.6,10.8,0
35.03,4.15,20.85810612975363,0,5,70.49,24.13,,18.99,54.3,10.7,0
43.87,6.95,19.413947645397755,0,1,36.36,22.05,46.78,20.19,50.8,11.2,0
52.22,9.04,15.260275572510793,0,6,,47.95,64.5,13.47,57.4,8.06,0
39.41,0.11,7.765761587998405,1,6,71.06,42.83,45.29,23.72,66.4,9.41,1
43.61,6.34,25.091264680861755,0,10,70.46,20.19,45.72,16.22,61.4,10.48,0
36.64,,,2,5,69.2,49.24,64.31,20.93,55.6,9.84,1
43.88,0.95,11.80643591882079,1,6,67.28,29.27,46.04,18.0,52.9,17.97,0
44.43,9.03,,0,4,46.02,41.42,47.07,,56.0,16.26,0
46.82,5.44,16.4344608426534,1,7,,23.02,51.75,23.04,60.2,8.23,0
39.37,4.2,19.703975039621483,1,6,58.45,32.39,45.75,20.28,65.6,7.07,0
39.16,7.62,9.122505066959722,1,4,64.93,27.42,51.11,19.31,57.3,10.47,0
38.22,3.96,,1,5,68.95,35.85,53.1,10.99,51.2,7.71,1
43.93,7.94,16.32095178358739,1,4,53.01,20.85,54.18,20.36,57.6,11.41,0
43.29,8.49,15.03180398314424,0,2,68.72,23.09,56.03,20.3,65.0,10.38,0
57.42,9.69,15.210898491574673,1,2,,37.41,46.58,19.85,52.1,6.42,0
37.79,3.52,18.081025378574815,1,3,68.43,20.05,,,59.2,6.59,0
46.78,,,1,4,,29.49,61.3,24.57,56.8,9.4,0
38.37,7.68,8.567655814084063,0,3,70.63,25.43,56.4,12.32,54.1,10.03,0
38.89,0.19,10.949304973889793,2,6,70.15,18.61,36.85,16.84,58.1,13.47,0
49.42,7.62,10.577326099016943,2,3,,22.85,47.78,14.16,52.8,10.18,0
44.96,8.37,13.099369576366325,1,8,72.07,,,20.83,55.8,13.55,0
45.7,9.21,11.10395894561636,0,1,68.04,29.77,48.78,18.77,59.6,10.79,0
32.98,0.3,12.689467415843787,1,2,69.05,30.38,55.24,15.24,51.5,7.31,1
59.71,,28.699614714061703,1,6,,20.6,58.88,22.86,,11.15,0
56.23,9.88,20.806568012909334,0,3,,41.67,39.82,14.65,55.2,12.5,0
37.26,1.24,23.914961844182653,0,5,66.31,27.93,54.95,23.11,50.6,11.01,0
33.01,4.84,15.630062071447806,0,3,70.43,,41.33,17.5,60.0,8.37,1
37.22,3.68,16.1266130959843,0,1,67.9,23.21,53.58,23.69,,9.25,0
43.72,8.63,9.767377915459747,1,6,69.96,24.09,59.41,19.76,56.1,15.64,0
35.78,0.83,14.227367086710725,1,8,62.54,20.39,,22.11,63.7,12.33,0
43.98,4.69,14.97231850367632,0,6,68.96,29.23,52.27,18.29,,14.67,0
37.64,0.29,41.441274654620386,1,5,55.03,44.25,61.1,23.04,60.0,13.17,1
60.82,9.31,,0,3,,28.21,52.17,,59.2,11.06,0
40.53,4.44,13.689122593073701,1,5,57.47,,42.21,21.01,64.1,11.44,0
39.0,7.18,8.632223433417861,1,5,65.71,24.31,72.03,17.64,51.5,10.49,0
55.71,0.29,7.594174525942189,1,3,,27.05,43.08,22.76,58.9,10.76,0
44.34,2.0,18.932382088677784,0,8,59.17,25.6,62.51,17.23,,5.73,0
42.15,6.29,13.09383908392022,2,3,72.14,38.3,53.16,18.24,65.5,10.35,1
41.83,2.7,21.855826513749758,0,5,64.65,20.73,54.41,24.99,56.9,9.64,0
45.92,9.06,21.027134699206627,1,5,66.94,,61.46,17.98,57.6,8.91,0
39.17,9.44,25.035531717355823,0,5,66.66,28.14,52.43,12.98,59.8,8.58,0
42.87,1.64,12.282204422510407,1,3,33.91,30.64,62.51,16.3,52.6,11.91,0
38.38,9.7,13.505381385519517,0,6,57.65,27.08,55.38,19.14,56.1,12.42,0
32.95,9.2,9.78934425361955,1,6,54.86,,44.38,18.1,59.3,6.72,0
39.9,4.66,9.741080106636412,0,3,66.46,23.18,46.41,17.92,61.6,8.1,0
43.22,3.25,12.437143016623894,1,5,74.03,32.44,,18.18,62.0,5.4,0
52.89,5.79,24.507557550223716,1,2,,18.44,45.07,16.27,,12.74,0
43.61,6.22,15.157259236447322,0,2,61.73,24.14,,,64.6,6.93,0
39.75,0.1,22.968302905829972,1,5,57.85,21.84,51.33,19.31,61.5,7.54,0
42.93,6.29,42.832928266567805,1,2,35.27,,55.34,13.43,56.1,9.13,0
46.1,4.84,12.150459542788614,1,5,,25.15,51.94,17.11,53.2,10.17,0
26.81,,,1,4,60.26,22.47,43.94,16.1,65.8,5.69,1
39.23,8.13,,0,5,63.1,,50.35,13.56,57.3,6.52,0
27.45,7.07,12.044218461861536,2,6,69.17,22.07,55.24,14.68,65.2,7.61,1
30.22,6.68,17.178749146619246,2,4,55.54,19.46,48.62,20.41,50.6,9.08,1
37.08,9.12,14.866526437653102,0,4,65.72,21.34,52.5,19.49,64.9,10.96,0
41.18,5.12,12.038018308564505,2,4,69.39,28.1,51.56,23.5,66.4,6.9,0
42.38,6.28,9.757717588256392,2,7,67.61,19.49,,12.22,64.9,9.76,0
42.94,9.07,21.802551941952743,0,4,63.37,22.89,62.47,19.96,,15.86,0
50.99,9.32,10.104441209870442,0,4,,28.18,55.65,18.09,,10.43,0
45.14,4.94,20.922750515539697,1,5,69.65,27.86,53.62,19.46,53.3,17.9,0
44.72,1.39,28.945981367358463,2,6,54.38,,43.27,18.92,54.5,5.65,0
39.96,6.43,,0,1,54.17,23.0,49.54,20.94,65.1,9.01,0
55.27,4.88,26.397560649272698,2,5,,,51.88,17.92,54.8,11.23,0
50.92,1.74,12.770807673143,0,4,,45.15,43.58,17.32,63.6,7.22,0
38.19,2.27,30.551349072141186,1,7,53.16,39.2,50.89,18.22,51.6,9.24,1
38.23,0.62,14.158723026803154,1,2,58.31,19.98,59.35,17.08,,13.4,0
47.42,8.02,6.473036571440589,0,6,,44.66,49.7,18.87,61.4,15.7,0
48.93,4.81,20.100997443655125,2,5,,44.61,53.07,20.17,50.4,11.04,0
40.01,0.57,11.525582248464339,2,4,64.04,21.9,64.5,15.47,61.3,9.46,0
49.8,2.69,15.126874686219882,1,6,,27.55,40.87,22.69,63.3,19.72,0
34.14,9.45,11.845583508200953,0,5,70.16,24.66,63.8,16.19,53.1,7.11,0
41.13,0.51,12.030113881300787,0,5,71.39,30.01,43.77,16.21,66.1,6.36,0
49.09,6.99,14.150945313568027,0,5,,28.24,57.56,13.61,57.3,8.45,0
38.33,0.69,12.046640494260627,1,5,65.71,21.09,56.19,21.36,,11.78,0
43.22,,20.78917334898005,0,4,61.94,20.23,64.53,21.57,59.3,5.29,0
42.13,6.19,9.418600095772092,1,3,59.06,37.57,40.35,20.88,65.3,8.7,0
40.47,8.09,26.32312847340659,1,2,65.76,37.38,,19.14,58.8,15.53,1
29.54,1.88,25.19520910552365,2,6,24.29,,46.63,15.5,62.4,8.87,1
40.04,,,2,1,69.02,20.5,71.22,18.53,64.1,9.19,0
43.45,5.89,16.646857344968033,1,5,74.39,23.41,57.64,19.53,57.5,8.27,0
43.63,1.22,,2,5,55.06,18.41,41.25,22.87,,12.5,0
47.44,6.12,12.732634204999353,1,3,,26.62,44.34,19.17,58.8,6.77,0
48.64,2.93,13.790082810108345,0,7,,24.19,54.61,21.58,54.5,8.88,0
39.91,0.98,11.676465033932761,0,4,70.17,35.36,42.05,21.18,62.1,19.24,1
40.83,1.28,9.67246434675641,0,2,63.72,,40.54,19.64,51.6,16.78,0
53.75,3.6,22.664539278937834,0,3,,26.75,46.97,15.89,65.6,8.5,0
48.35,9.48,13.36513912461158,0,8,,21.87,49.93,21.21,57.1,13.15,0
42.52,6.26,45.421694532647024,0,2,59.58,21.8,,,61.4,6.85,0
40.92,1.56,24.51471457851754,1,7,64.46,21.63,57.4,16.23,,5.82,0
49.6,4.04,9.125220488068061,1,6,,23.03,43.42,20.35,62.1,9.72,0
49.65,9.91,21.229452861636233,1,5,,40.24,44.88,18.91,53.3,13.66,0
41.82,8.43,18.5555499112849,1,6,61.7,,45.49,20.76,51.0,11.43,0
45.52,7.36,8.227204379223789,1,2,64.94,28.53,47.72,17.18,61.6,7.15,0
42.69,4.29,10.155861551616592,2,5,37.86,22.99,48.46,18.72,58.1,13.2,0
42.18,,12.462214246473543,2,5,63.77,39.36,53.78,20.03,56.0,17.37,0
55.12,8.07,11.941695801947645,1,3,,29.79,,,57.5,7.04,0
33.76,5.67,20.264336073745795,0,1,64.33,20.76,46.31,17.86,50.4,5.86,0
47.61,1.41,11.149312790838511,1,11,,28.19,50.04,14.55,55.9,12.62,0
35.27,6.53,7.704972549053877,1,5,50.32,23.87,,18.86,61.9,11.5,0
37.7,5.13,13.754363325953424,0,2,67.44,28.98,67.75,16.9,56.9,7.39,0
48.19,1.83,11.021725088298131,1,8,,23.42,,,63.7,7.98,0
33.49,9.04,17.470389151847613,1,13,72.78,20.43,58.7,20.76,59.5,7.91,0
36.01,5.62,11.463990105578505,2,2,72.91,23.88,45.01,17.1,55.3,7.31,0
34.65,2.53,16.474040604302548,1,3,60.19,,55.35,18.48,62.9,6.87,1
38.34,7.17,9.101740602186153,0,10,50.47,,43.08,17.68,66.6,9.22,1
44.46,7.02,9.247102736284798,1,4,69.01,29.62,65.51,19.47,56.8,10.14,0
50.33,5.82,15.772064240435856,1,4,,23.97,51.93,25.35,53.5,10.75,0
37.93,2.26,9.800168329135541,1,10,73.72,26.97,54.27,20.77,51.3,10.54,0
48.6,9.69,13.689411888080226,1,9,,31.26,46.15,20.02,65.2,9.72,0
34.06,6.27,8.523784568425043,0,6,69.63,20.65,42.13,22.2,58.9,12.81,0
56.85,7.41,11.941893789162426,1,5,,26.11,44.4,20.0,62.6,14.25,0
39.21,9.87,21.05717145155075,0,1,56.12,17.78,57.1,20.78,57.2,9.9,1
38.94,1.32,14.707282722781734,0,3,71.07,46.68,50.64,15.91,53.4,9.32,1
44.0,7.06,20.971351499285905,1,7,75.5,29.93,54.34,17.99,56.7,9.74,0
42.77,1.59,19.331356217812214,1,4,67.62,44.47,52.03,19.71,55.0,7.15,1
40.96,,,1,8,67.48,29.08,51.07,15.01,55.3,7.48,0
30.53,4.05,28.791796117389218,0,7,64.84,,54.93,17.67,50.2,5.68,1
47.84,2.64,12.805746988329405,0,4,,37.36,58.23,22.09,62.7,8.61,0
46.88,7.54,10.035699363397153,0,3,,21.3,39.83,16.55,54.3,13.09,0
39.29,5.29,20.43541862295414,0,7,69.23,25.79,58.73,19.51,61.1,10.51,0
34.0,1.42,25.180376395617877,0,4,70.2,27.29,34.94,22.98,63.6,11.55,1
43.75,0.87,7.1722627729054835,1,4,58.26,27.83,58.26,19.35,,11.16,0
49.57,7.71,7.849899787485453,1,8,,19.86,52.83,19.38,50.5,10.22,0
30.03,4.19,23.296339116545422,0,3,68.34,25.97,47.7,21.32,54.2,10.61,1
34.26,2.77,19.919629685461647,1,4,70.1,,49.33,15.38,54.6,7.06,1
42.51,2.08,,0,5,69.75,29.8,47.71,21.87,,9.79,0
36.34,4.76,26.017681344925318,1,6,52.46,,,20.75,50.0,7.21,0
39.52,,42.77047911468717,0,4,64.74,18.04,58.01,21.47,57.8,10.68,0
41.17,9.29,19.74519009730877,1,6,57.59,25.15,56.34,18.94,50.9,12.03,0
47.18,4.47,12.870244913345115,1,6,,32.21,,17.22,55.6,17.3,0
47.2,5.56,19.684831569236422,1,4,,54.49,50.35,25.6,56.2,8.81,1
48.6,0.02,9.557770343422362,0,8,,22.74,47.64,23.48,55.5,11.91,0
48.06,5.93,33.73271966354778,1,4,,19.09,48.18,19.8,63.8,15.86,0
37.58,0.36,24.713114715016165,1,1,66.82,,,23.96,64.8,18.58,1
25.46,4.25,12.957055490242197,1,7,51.11,,65.06,21.76,52.9,12.95,1
44.02,1.9,9.141376143323862,2,5,73.73,27.09,63.57,19.67,55.5,7.16,1
44.94,3.92,11.570669317698762,2,8,65.96,26.24,54.76,19.55,57.0,10.4,0
44.92,6.56,18.223773815674928,2,2,47.31,29.96,52.43,20.46,52.3,7.62,0
37.27,9.27,26.701020280130244,0,3,60.32,25.02,69.83,17.81,58.5,6.3,0
54.97,4.68,17.337411092225807,1,3,,22.04,,,58.6,9.06,0
30.43,0.05,17.217219065526056,1,3,61.31,31.42,48.52,20.16,52.3,12.84,1
47.41,7.87,20.28917887717047,1,4,,42.6,50.77,21.08,63.8,8.99,0
46.16,2.94,41.33818008924932,0,7,,26.16,42.97,19.12,50.5,8.91,0
48.19,,19.99582264532979,1,5,,,,,59.4,12.58,0
51.44,3.3,17.67412783490471,1,7,,29.09,61.57,21.99,66.4,9.86,0
45.27,9.76,8.022476998546932,1,4,69.9,31.21,60.12,19.1,59.6,5.6,0
44.19,2.33,14.843964013050456,1,2,68.11,36.78,49.43,23.92,55.2,16.61,1
39.93,3.79,16.29927546665527,1,9,65.98,22.15,41.65,21.14,57.3,9.67,0
47.15,3.61,13.485772853732449,1,3,,39.65,55.46,20.18,,9.5,0
44.57,5.96,10.046340689262399,1,5,69.02,19.68,49.42,21.31,50.7,10.36,0
47.38,9.59,11.749192096169509,0,7,,39.47,64.68,20.96,55.5,16.57,0
34.1,1.22,22.27814728404456,1,6,55.01,25.61,55.41,17.21,61.3,9.79,1
31.47,2.05,18.55096502552414,1,10,32.99,22.27,62.14,20.48,66.6,12.43,0
42.32,3.97,9.901936805744054,2,5,55.67,,57.04,14.87,67.0,11.58,0
45.51,2.62,7.987978308064449,1,6,68.1,19.16,40.8,24.18,51.5,11.38,0
31.43,3.85,11.772261477069927,2,4,47.85,38.57,44.24,22.09,55.2,8.11,1
34.97,9.18,15.628713684470304,1,4,66.3,24.11,54.24,18.08,54.8,14.26,0
39.53,3.52,9.394120009510864,2,3,73.64,29.81,48.35,23.88,59.3,10.58,0
43.92,3.9,23.41088080231338,0,4,67.17,,45.91,23.49,54.5,11.56,0
44.12,0.84,15.6518660243436,1,6,66.8,28.49,50.02,17.66,55.4,11.18,0
48.71,,,1,8,,,44.89,18.53,59.6,6.98,0
40.82,4.98,15.203758260745998,1,6,57.18,23.52,61.7,19.32,,11.18,0
44.85,3.89,21.95415372204021,0,3,74.66,35.44,68.85,20.96,59.4,7.72,1
50.72,6.65,12.233111922499983,1,10,,25.68,46.72,17.36,63.7,8.73,0
40.11,7.87,9.123510025900037,0,7,68.67,21.37,48.41,20.75,,9.07,0
57.46,2.47,21.055504065384966,1,7,,27.53,53.78,21.07,50.0,9.76,0
39.49,3.63,7.736481788750092,1,3,69.29,27.43,,22.38,57.7,10.61,0
42.86,10.0,25.525240747947485,2,6,48.91,30.98,48.65,15.84,64.7,12.17,0
29.12,,10.514775016567313,1,4,70.52,36.47,53.54,17.4,63.3,9.73,1
41.44,6.26,30.762997566785465,0,4,45.94,28.81,58.41,18.06,54.3,9.79,0
38.38,4.03,8.704394179623975,1,5,63.33,,52.77,16.2,60.3,10.75,0
37.66,5.46,30.728138735111482,0,3,62.2,19.01,37.9,17.55,66.9,6.65,0
44.02,1.23,33.100143912967795,1,6,50.04,,54.46,19.57,54.7,15.08,0
34.52,9.26,16.15801286695985,0,9,47.59,20.8,50.41,17.54,52.2,15.44,0
43.56,8.38,16.022830956291543,0,6,70.83,31.58,,,53.2,20.15,0
28.43,,10.34061828379911,0,3,63.77,39.19,48.08,22.38,56.0,9.56,1
38.64,,12.712891907658594,0,7,67.82,,65.19,17.28,57.4,10.3,0
51.29,4.79,16.209570631352012,0,4,,25.3,56.98,15.87,64.0,8.7,0
42.92,9.31,34.606689952512,1,5,64.38,26.69,,16.28,54.6,9.19,0
46.16,1.56,16.785209312914525,1,4,,21.24,53.46,24.45,57.8,8.65,0
35.84,0.69,16.776131692678494,1,4,73.37,23.42,,,,14.9,1
33.1,,,0,3,15.46,23.36,61.96,19.71,55.9,6.95,0
51.48,8.51,26.676790026483157,0,6,,24.26,47.71,16.9,55.4,9.04,0
48.97,8.14,13.475226667711766,0,6,,24.84,53.32,18.16,58.4,9.64,0
47.89,5.72,10.947828015753757,1,1,,22.8,56.95,24.99,67.0,8.52,0
42.0,9.63,12.943904950019803,1,6,49.96,,59.98,21.94,,6.43,0
50.02,4.51,14.791043794774446,2,0,,31.93,,14.64,66.3,6.98,0
39.16,5.86,12.319379424344408,1,5,66.93,29.89,54.86,17.25,50.2,12.06,0
46.73,8.82,15.947213318159545,0,5,,34.28,38.59,18.97,58.6,9.09,0
46.5,0.54,12.813384327411294,1,3,,31.11,57.19,15.74,65.9,8.94,0
35.94,9.53,10.17529251524338,2,5,67.71,21.66,57.45,22.33,57.8,6.82,0
51.71,2.07,31.789887211632013,1,3,,33.53,58.07,18.98,53.7,12.2,0
42.91,6.93,,1,3,58.52,,35.74,18.54,53.4,11.2,0
47.59,1.78,12.764249494711034,0,3,,,57.26,19.8,62.8,13.54,0
31.82,,15.39653060691287,1,5,64.1,20.39,46.37,21.27,56.0,20.17,0
33.93,6.64,36.47178273719327,1,5,66.76,32.41,52.47,22.15,50.4,9.5,1
39.15,3.07,23.96511372826092,0,6,57.14,19.31,,19.69,,12.34,0
45.52,6.71,38.32600067958855,1,5,71.12,27.09,58.65,17.24,,9.22,0
49.96,7.9,11.628874068335598,0,4,,39.03,53.36,20.92,62.3,13.49,0
44.6,9.76,28.558250534758223,1,2,37.38,23.72,,20.87,66.2,7.24,0
41.2,2.44,10.160640900583356,1,5,67.81,39.17,40.46,23.93,50.0,8.4,0
45.98,,6.920218073314779,1,6,49.76,,49.29,22.06,66.6,6.5,0
40.5,0.33,,0,4,77.28,23.02,48.81,21.47,53.7,12.87,0
43.18,6.6,,0,5,28.07,19.55,40.24,,,13.01,0
44.77,9.09,15.091828763738096,1,3,63.65,23.95,45.59,18.19,57.0,6.73,1
37.37,6.74,44.37707149639536,1,6,62.42,21.09,,18.44,64.3,9.09,1
44.83,,7.409431906990632,0,0,71.35,27.15,59.2,23.23,,12.97,0
32.16,,,1,7,68.75,25.05,,19.3,62.7,7.29,1
36.46,7.56,14.25821500803973,1,5,39.97,31.89,40.46,17.0,61.3,7.84,0
46.55,3.86,10.267955284344739,0,5,,21.55,56.5,,56.3,14.42,0
37.62,0.27,14.24678127933856,1,6,75.71,32.63,52.3,,57.2,12.41,1
45.34,3.01,10.94397159090668,2,2,67.37,39.79,52.98,19.82,52.2,10.39,0
43.58,8.01,25.200326243322458,0,4,72.63,28.13,,,,7.57,1
40.69,7.65,10.308023225955896,1,6,73.39,25.36,51.79,13.9,59.1,9.71,0
52.37,4.85,15.714580596567423,1,3,,42.53,59.61,14.59,59.4,9.94,0
45.29,,,1,4,72.84,17.54,59.52,25.58,53.7,8.86,0
38.05,6.27,13.780576585168198,0,7,69.34,41.19,41.52,15.26,66.4,6.48,1
38.54,5.21,35.29518834118936,1,9,55.96,23.27,55.68,18.49,56.7,12.91,0
42.86,5.24,16.288516806390458,2,2,69.22,,52.16,23.0,,17.21,0
31.86,3.33,24.155068916063144,1,4,70.37,29.13,58.49,18.51,,7.13,1
49.87,8.07,29.04938582045243,1,3,,22.63,47.74,18.32,,8.77,0
41.53,0.5,,1,3,64.77,37.33,41.65,19.21,60.6,10.3,1
30.3,3.38,9.860248074663218,1,1,66.19,21.9,52.64,18.63,67.0,10.49,1
35.26,,,2,4,69.13,30.36,57.12,22.45,58.4,20.53,1
51.63,,,1,3,,20.24,51.64,15.2,65.9,5.77,0
43.53,8.31,,1,2,68.27,27.52,46.96,21.54,64.6,8.65,0
56.78,7.22,10.982505185026831,2,6,,26.98,45.75,20.27,55.7,13.4,0
42.14,1.7,19.53212877264675,2,5,76.38,26.64,,16.65,53.8,5.67,0
45.17,0.77,7.937385128777154,1,4,46.33,22.39,51.93,18.71,50.5,5.65,0
55.31,0.29,9.273271041480978,0,6,,42.88,67.18,18.46,,8.86,0
56.54,8.78,9.737981195221058,0,3,,20.29,49.66,19.77,60.8,9.62,1
35.61,3.95,7.871153059319816,1,4,73.35,29.69,61.46,14.38,61.6,8.9,1
48.0,4.62,,1,1,,22.18,58.36,22.92,51.2,10.44,0
34.8,7.24,12.192260503206619,1,3,71.63,21.9,46.68,14.13,62.8,7.87,0
38.78,6.95,22.925116734021564,2,0,41.02,25.73,50.65,18.92,64.4,19.03,0
30.05,5.67,26.577276693626942,0,5,58.2,23.96,51.41,18.02,51.7,8.63,1
45.94,5.05,18.36325040937526,0,9,67.58,27.21,50.04,19.5,60.5,10.24,0
35.02,1.76,10.438379716442508,0,6,77.0,25.82,53.18,20.46,65.0,16.48,1
36.64,0.39,,1,3,75.84,34.11,70.02,15.2,52.7,15.53,1
55.08,,26.842904332594507,0,8,,21.76,56.63,21.43,51.9,6.98,0
48.02,9.99,13.078176588859154,1,4,,38.29,57.89,14.03,54.5,10.52,0
40.82,3.0,9.352896923227421,0,3,48.31,22.39,52.66,12.93,66.7,5.72,0
29.68,6.89,9.401383557861742,0,5,69.38,20.74,54.95,19.71,53.1,9.76,1
44.12,2.34,17.827950989256447,1,4,58.95,28.61,50.25,20.27,59.3,7.54,0
26.26,6.0,9.803317631708772,0,7,69.94,,57.14,18.92,58.3,12.54,1
35.76,,,1,5,66.53,20.31,56.49,18.21,50.1,6.3,0
46.5,7.14,,0,6,,37.34,37.42,19.81,60.5,9.87,0
47.46,0.93,10.674339624450855,1,8,,39.0,60.04,20.89,52.8,11.34,0
42.96,,,1,5,66.05,36.2,54.04,25.01,61.9,9.99,0
47.51,4.71,11.36684692289486,1,7,,,61.53,11.8,,16.77,0
43.25,5.91,27.414271865569653,1,7,72.7,27.77,42.92,23.42,,10.21,0
36.64,3.64,10.788934180926445,0,3,71.79,24.84,57.15,15.71,,8.41,1
42.13,3.99,,2,3,62.12,32.19,54.84,16.57,,9.87,0
53.78,8.15,10.615685668912981,0,3,,26.37,,21.24,60.8,9.33,0
41.64,1.55,8.807344789091271,2,5,68.79,41.14,48.91,13.0,55.1,7.5,0
44.04,5.68,14.134566318840879,1,5,70.11,36.15,,19.91,54.1,16.41,0
45.72,3.42,12.642966008524798,2,4,67.97,28.66,65.04,19.5,,12.45,0
32.49,4.02,10.581452882882083,1,4,53.4,44.97,41.18,17.99,,12.21,1
34.96,7.3,9.162312881854291,1,7,80.24,23.04,40.17,16.47,53.2,8.44,0
31.24,,,1,6,70.82,20.83,47.92,17.87,55.3,9.28,0
44.41,6.52,9.046418167629518,0,11,69.85,22.58,56.5,21.0,51.2,12.05,0
39.48,2.66,52.332756228514924,0,5,63.39,23.68,50.72,20.36,61.9,10.13,1
33.47,8.37,16.88016506337987,2,4,72.05,28.88,50.18,20.23,56.2,11.87,1
33.29,7.82,,1,6,80.77,24.34,50.84,15.55,,13.09,1
46.92,4.08,,0,1,,,48.18,17.64,58.6,9.09,0
47.61,3.69,17.579373933755026,0,5,,31.71,60.11,15.61,54.9,7.96,0
44.76,3.56,,2,4,60.39,,37.06,,62.7,6.32,0
42.1,5.77,25.803907868059554,1,5,75.5,32.08,46.5,15.05,56.0,12.39,0
45.36,0.78,35.89339585743691,0,3,72.95,19.26,56.36,16.97,,5.55,0
42.0,2.84,7.085538778098868,0,5,45.88,26.65,,17.33,56.5,11.6,0
