street,city,zip,state,beds,baths,sq__ft,type,sale_date,price,latitude,longitude
435 EXCHANGE ST,SACRAMENTO,95838,CA,3,1,1082,Residential,2008-05-16,190000,38.659434000000005,-121.45523600000001
10105 MONTE VALLO CT,SACRAMENTO,95827,CA,4,2,1578,Residential,2008-05-16,190000,38.573917,-121.31691599999999
3930 ANNABELLE AVE,ROSEVILLE,95661,CA,2,1,796,Residential,2008-05-16,190000,38.727609,-121.22649399999999
4854 TANGERINE AVE,SACRAMENTO,95823,CA,3,2,1386,Residential,2008-05-16,191250,38.478239,-121.446326
2909 SHAWN WAY,RANCHO CORDOVA,95670,CA,3,2,1452,Residential,2008-05-16,193000,38.589925,-121.29905900000001
4290 BLACKFORD WAY,SACRAMENTO,95823,CA,3,2,1513,Residential,2008-05-16,193500,38.470494,-121.45416200000001
5890 TT TRAK,FORESTHILL,95631,CA,0,0,0,Residential,2008-05-16,194818,39.020808,-120.821518
7015 WOODSIDE DR,SACRAMENTO,95842,CA,4,2,1578,Residential,2008-05-16,195000,38.693071,-121.332365
6019 CHESHIRE WAY,CITRUS HEIGHTS,95610,CA,4,3,1736,Residential,2008-05-16,195000,38.676437,-121.27916499999999
3330 VILLAGE CT,CAMERON PARK,95682,CA,2,2,0,Residential,2008-05-16,195000,38.690504,-120.996245
2561 VERNA WAY,SACRAMENTO,95821,CA,3,1,1473,Residential,2008-05-16,195000,38.611055,-121.369964
3522 22ND AVE,SACRAMENTO,95820,CA,3,1,1150,Residential,2008-05-16,198000,38.532725,-121.469078
2880 CANDIDO DR,SACRAMENTO,95833,CA,3,2,1127,Residential,2008-05-16,199900,38.618019,-121.51021499999999
6908 PIN OAK CT,FAIR OAKS,95628,CA,3,1,1144,Residential,2008-05-16,200000,38.66424,-121.303675
5733 ANGELINA AVE,CARMICHAEL,95608,CA,3,1,972,Residential,2008-05-16,201000,38.622634000000005,-121.330846
7849 BONNY DOWNS WAY,ELK GROVE,95758,CA,4,2,2306,Residential,2008-05-16,204918,38.42139,-121.41133899999998
8716 LONGSPUR WAY,ANTELOPE,95843,CA,3,2,1479,Residential,2008-05-16,205000,38.724083,-121.3584
6320 EL DORADO ST,EL DORADO,95623,CA,2,1,1040,Residential,2008-05-16,205000,38.678758,-120.844118
2328 DOROTHY JUNE WAY,SACRAMENTO,95838,CA,3,2,1430,Residential,2008-05-16,205878,38.641727,-121.41270300000001
1986 DANVERS WAY,SACRAMENTO,95832,CA,4,2,1800,Residential,2008-05-16,207000,38.47723,-121.49256799999999
7901 GAZELLE TRAIL WAY,ANTELOPE,95843,CA,4,2,1953,Residential,2008-05-16,207744,38.71174,-121.342675
6080 BRIDGECROSS DR,SACRAMENTO,95835,CA,3,2,1120,Residential,2008-05-16,209000,38.681952,-121.50500900000002
20 GROTH CIR,SACRAMENTO,95834,CA,3,2,1232,Residential,2008-05-16,210000,38.640807,-121.53352199999999
1900 DANBROOK DR,SACRAMENTO,95835,CA,1,1,984,Condo,2008-05-16,210944,38.668433,-121.50347099999999
140 VENTO CT,ROSEVILLE,95678,CA,3,2,0,Condo,2008-05-16,212500,38.793533000000004,-121.289685
8442 KEUSMAN ST,ELK GROVE,95758,CA,4,2,2329,Residential,2008-05-16,213750,38.449651,-121.414704
9552 SUNLIGHT LN,ELK GROVE,95758,CA,3,2,1351,Residential,2008-05-16,215000,38.410561,-121.404327
2733 YUMA CT,CAMERON PARK,95682,CA,2,2,0,Residential,2008-05-16,215000,38.691215,-120.994949
1407 TIFFANY CIR,ROSEVILLE,95661,CA,4,1,1376,Residential,2008-05-16,215000,38.736391999999995,-121.2664
636 CRESTVIEW DR,DIAMOND SPRINGS,95619,CA,3,2,1300,Residential,2008-05-16,216033,38.688255,-120.810235
1528 HESKET WAY,SACRAMENTO,95825,CA,4,2,1566,Residential,2008-05-16,220000,38.593598,-121.40363700000002
2327 32ND ST,SACRAMENTO,95817,CA,2,1,1115,Residential,2008-05-16,220000,38.557433,-121.47034
1833 2ND AVE,SACRAMENTO,95818,CA,2,1,1032,Residential,2008-05-16,220000,38.556818,-121.490669
7252 CARRIAGE DR,CITRUS HEIGHTS,95621,CA,4,2,1419,Residential,2008-05-16,220000,38.698058,-121.29489299999999
9815 PASO FINO WAY,ELK GROVE,95757,CA,3,2,1261,Residential,2008-05-16,220000,38.404888,-121.443998
5532 ENGLE RD,CARMICHAEL,95608,CA,2,2,1637,Residential,2008-05-16,220702,38.63173,-121.33528600000001
1139 CLINTON RD,SACRAMENTO,95825,CA,4,2,1776,Multi-Family,2008-05-16,221250,38.585291,-121.406824
9176 SAGE GLEN WAY,ELK GROVE,95758,CA,3,2,1338,Residential,2008-05-16,222000,38.423913,-121.43911499999999
9967 HATHERTON WAY,ELK GROVE,95757,CA,0,0,0,Residential,2008-05-16,222500,38.3052,-121.4033
9264 BOULDER RIVER WAY,ELK GROVE,95624,CA,5,2,2254,Residential,2008-05-16,222750,38.421713000000004,-121.34519099999999
320 GROTH CIR,SACRAMENTO,95834,CA,3,2,1441,Residential,2008-05-16,225000,38.638882,-121.53188300000001
137 GUNNISON AVE,SACRAMENTO,95838,CA,4,2,1991,Residential,2008-05-16,225000,38.650729,-121.46648300000001
8209 RIVALLO WAY,SACRAMENTO,95829,CA,4,3,2126,Residential,2008-05-16,228750,38.459524,-121.3501
8637 PERIWINKLE CIR,ELK GROVE,95624,CA,3,2,1094,Residential,2008-05-16,229000,38.443184,-121.36438799999999
3425 MEADOW WAY,ROCKLIN,95677,CA,3,2,1462,Residential,2008-05-16,230095,38.798028,-121.23536399999999
107 JARVIS CIR,SACRAMENTO,95834,CA,5,3,2258,Residential,2008-05-16,232500,38.639891,-121.537603
2319 THORES ST,RANCHO CORDOVA,95670,CA,3,2,1074,Residential,2008-05-16,233000,38.59675,-121.312716
8935 MOUNTAIN HOME CT,ELK GROVE,95624,CA,4,2,2111,Residential,2008-05-16,233500,38.38751,-121.370276
2566 SERENATA WAY,SACRAMENTO,95835,CA,3,2,1686,Residential,2008-05-16,239000,38.671556,-121.52091599999999
4085 COUNTRY DR,ANTELOPE,95843,CA,4,3,1915,Residential,2008-05-16,240000,38.706209,-121.36950900000001
9297 TROUT WAY,ELK GROVE,95624,CA,4,2,2367,Residential,2008-05-16,240000,38.420637,-121.375798
7 ARCHIBALD CT,SACRAMENTO,95823,CA,3,2,1962,Residential,2008-05-16,240971,38.443305,-121.435296
11130 EEL RIVER CT,RANCHO CORDOVA,95670,CA,2,2,1406,Residential,2008-05-16,242000,38.625932,-121.27151699999999
8323 REDBANK WAY,SACRAMENTO,95829,CA,3,2,1789,Residential,2008-05-16,243450,38.455753,-121.349273
16 BRONCO CREEK CT,SACRAMENTO,95835,CA,4,2,1876,Residential,2008-05-16,243500,38.674226000000004,-121.525497
8316 NORTHAM DR,ANTELOPE,95843,CA,3,2,1235,Residential,2008-05-16,246544,38.720766999999995,-121.376678
4240 WINJE DR,ANTELOPE,95843,CA,4,2,2504,Residential,2008-05-16,246750,38.70884,-121.359559
3569 SODA WAY,SACRAMENTO,95834,CA,0,0,0,Residential,2008-05-16,247000,38.631139000000005,-121.501879
5118 ROBANDER ST,CARMICHAEL,95608,CA,3,2,1676,Residential,2008-05-16,247000,38.657267,-121.31035200000001
5976 KYLENCH CT,CITRUS HEIGHTS,95621,CA,3,2,1367,Residential,2008-05-16,249000,38.708966,-121.32467
9247 DELAIR WAY,ELK GROVE,95758,CA,4,3,1899,Residential,2008-05-16,249000,38.422241,-121.458022
9054 DESCENDANT DR,ELK GROVE,95758,CA,3,2,1636,Residential,2008-05-16,250000,38.428852,-121.415628
3450 WHITNOR CT,SACRAMENTO,95821,CA,3,2,1828,Residential,2008-05-16,250000,38.627697999999995,-121.369698
6288 LONETREE BLVD,ROCKLIN,95765,CA,0,0,0,Residential,2008-05-16,250000,38.804992999999996,-121.293609
9355 MATADOR WAY,SACRAMENTO,95826,CA,4,2,1438,Residential,2008-05-16,252000,38.555633,-121.350691
8671 SUMMER SUN WAY,ELK GROVE,95624,CA,3,2,1451,Residential,2008-05-16,255000,38.442845,-121.373272
1890 GENEVA PL,SACRAMENTO,95825,CA,3,1,1520,Residential,2008-05-16,255000,38.599449,-121.400305
1813 AVENIDA MARTINA,ROSEVILLE,95747,CA,3,2,1506,Residential,2008-05-16,255000,38.776649,-121.33958899999999
191 BARNHART CIR,SACRAMENTO,95835,CA,4,2,2605,Residential,2008-05-16,257200,38.675594,-121.515878
6221 GREEN TOP WAY,ORANGEVALE,95662,CA,3,2,1196,Residential,2008-05-16,260000,38.679409,-121.21910700000001
2298 PRIMROSE LN,LINCOLN,95648,CA,3,2,1621,Residential,2008-05-16,260000,38.89918,-121.32251399999998
5635 LOS PUEBLOS WAY,SACRAMENTO,95835,CA,3,2,1811,Residential,2008-05-16,263500,38.679190999999996,-121.537622
10165 LOFTON WAY,ELK GROVE,95757,CA,3,2,1540,Residential,2008-05-16,266510,38.387708,-121.436522
1251 GREEN RAVINE DR,LINCOLN,95648,CA,4,2,0,Residential,2008-05-16,267750,38.88156,-121.30134299999999
6001 SHOO FLY RD,PLACERVILLE,95667,CA,0,0,0,Residential,2008-05-16,270000,38.813546,-120.80925400000001
3040 PARKHAM DR,ROSEVILLE,95747,CA,0,0,0,Residential,2008-05-16,271000,38.770835,-121.366996
2674 TAM O SHANTER DR,EL DORADO HILLS,95762,CA,4,2,0,Residential,2008-05-16,272700,38.695801,-121.07921599999999
6007 MARYBELLE LN,SHINGLE SPRINGS,95682,CA,0,0,0,Unkown,2008-05-16,275000,38.64347,-120.88818300000001
9949 NESTLING CIR,ELK GROVE,95757,CA,3,2,1543,Residential,2008-05-16,275000,38.397455,-121.468391
2915 HOLDREGE WAY,SACRAMENTO,95835,CA,5,3,2494,Residential,2008-05-16,276000,38.663728000000006,-121.525833
2678 BRIARTON DR,LINCOLN,95648,CA,3,2,1650,Residential,2008-05-16,276500,38.844116,-121.27480600000001
294 SPARROW DR,GALT,95632,CA,4,3,2214,Residential,2008-05-16,278000,38.258976000000004,-121.321266
2987 DIORITE WAY,SACRAMENTO,95835,CA,5,3,2280,Residential,2008-05-16,279000,38.667332,-121.528276
6326 APPIAN WAY,CARMICHAEL,95608,CA,3,2,1443,Residential,2008-05-16,280000,38.662659999999995,-121.31685800000001
6905 COBALT WAY,CITRUS HEIGHTS,95621,CA,4,2,1582,Residential,2008-05-16,280000,38.691393,-121.30521499999999
8986 HAFLINGER WAY,ELK GROVE,95757,CA,3,2,1857,Residential,2008-05-16,285000,38.397923,-121.45021899999999
2916 BABSON DR,ELK GROVE,95758,CA,3,2,1735,Residential,2008-05-16,288000,38.417190999999995,-121.473897
10133 NEBBIOLO CT,ELK GROVE,95624,CA,4,3,2096,Residential,2008-05-16,289000,38.391085,-121.34723100000001
1103 COMMONS DR,SACRAMENTO,95825,CA,3,2,1720,Residential,2008-05-16,290000,38.567865000000005,-121.410699
4636 TEAL BAY CT,ANTELOPE,95843,CA,4,2,2160,Residential,2008-05-16,290000,38.704553999999995,-121.354753
1524 YOUNGS AVE,SACRAMENTO,95838,CA,4,2,1382,Residential,2008-05-16,293996,38.644927,-121.43054
865 CONRAD CT,PLACERVILLE,95667,CA,3,2,0,Residential,2008-05-16,294000,38.729993,-120.802458
8463 TERRACOTTA CT,ELK GROVE,95624,CA,4,2,1721,Residential,2008-05-16,294173,38.450548,-121.36300200000001
5747 KING RD,LOOMIS,95650,CA,4,2,1328,Residential,2008-05-16,295000,38.825096,-121.19843200000001
8253 KEEGAN WAY,ELK GROVE,95624,CA,0,0,0,Residential,2008-05-16,298000,38.446286,-121.40081699999999
9204 TROUT WAY,ELK GROVE,95624,CA,4,2,1982,Residential,2008-05-16,298000,38.422221,-121.375799
1828 2ND AVE,SACRAMENTO,95818,CA,2,1,1144,Residential,2008-05-16,299000,38.556844,-121.490769
1113 COMMONS DR,SACRAMENTO,95825,CA,2,2,1623,Residential,2008-05-16,300000,38.567795000000004,-121.410703
2341 BIG STRIKE TRL,COOL,95614,CA,3,2,1457,Residential,2008-05-16,300000,38.905927,-120.975169
9452 RED SPRUCE WAY,ELK GROVE,95624,CA,6,3,2555,Residential,2008-05-16,300000,38.404505,-121.346938
5776 TERRACE DR,ROCKLIN,95765,CA,3,2,1577,Residential,2008-05-16,300567,38.800539,-121.260979
5908 MCLEAN DR,ELK GROVE,95757,CA,5,3,2592,Residential,2008-05-16,303000,38.38912,-121.434389
8215 PEREGRINE WAY,CITRUS HEIGHTS,95610,CA,3,2,1401,Residential,2008-05-16,305000,38.715493,-121.26293000000001
1104 HILLSDALE LN,LINCOLN,95648,CA,4,2,0,Residential,2008-05-16,306000,38.865017,-121.32302
2949 PANAMA AVE,CARMICHAEL,95608,CA,3,2,1502,Residential,2008-05-16,310000,38.618369,-121.326187
1356 HARTLEY WAY,FOLSOM,95630,CA,3,2,1327,Residential,2008-05-16,310000,38.651617,-121.131674
633 HANISCH DR,ROSEVILLE,95678,CA,4,3,1800,Residential,2008-05-16,310000,38.763490000000004,-121.27588100000001
63 ANGEL ISLAND CIR,SACRAMENTO,95831,CA,4,2,2169,Residential,2008-05-16,311518,38.490408,-121.54766399999998
1571 WILD OAK LN,LINCOLN,95648,CA,5,3,2457,Residential,2008-05-16,312000,38.844144,-121.274174
5222 COPPER SUNSET WAY,RANCHO CORDOVA,95742,CA,0,0,0,Residential,2008-05-16,313000,38.529181,-121.224755
5601 SPINDRIFT LN,ORANGEVALE,95662,CA,4,2,2004,Residential,2008-05-16,315000,38.668289,-121.19231599999999
652 FIFTEEN MILE DR,ROSEVILLE,95678,CA,4,3,2212,Residential,2008-05-16,315000,38.775872,-121.298864
7921 DOE TRAIL WAY,ANTELOPE,95843,CA,5,3,3134,Residential,2008-05-16,315000,38.711927,-121.343608
4204 LUSK DR,SACRAMENTO,95864,CA,3,2,1360,Residential,2008-05-16,315000,38.606569,-121.368424
5321 DELTA DR,ROCKLIN,95765,CA,4,2,0,Residential,2008-05-16,315000,38.815493,-121.26290800000001
5608 ROSEDALE WAY,SACRAMENTO,95822,CA,3,2,1276,Residential,2008-05-16,320000,38.525115,-121.518689
3372 BERETANIA WAY,SACRAMENTO,95834,CA,4,3,2962,Residential,2008-05-16,322000,38.649770000000004,-121.53448
2422 STEFANIE DR,ROCKLIN,95765,CA,4,2,1888,Residential,2008-05-16,325000,38.82273,-121.26423999999999
3232 PARKHAM DR,ROSEVILLE,95747,CA,0,0,0,Residential,2008-05-16,325500,38.772821,-121.36482099999999
448 ELMWOOD CT,ROSEVILLE,95678,CA,3,2,0,Residential,2008-05-16,326951,38.771916999999995,-121.30443899999999
1214 DAWNWOOD DR,GALT,95632,CA,3,2,1548,Residential,2008-05-16,328370,38.290119,-121.286023
1440 EMERALD LN,LINCOLN,95648,CA,2,2,0,Residential,2008-05-16,330000,38.861864000000004,-121.267478
3349 CORVINA DR,RANCHO CORDOVA,95670,CA,4,3,2109,Residential,2008-05-16,330000,38.580545,-121.279016
10254 JULIANA WAY,SACRAMENTO,95827,CA,4,2,2484,Residential,2008-05-16,331200,38.56803,-121.30996599999999
149 OPUS CIR,SACRAMENTO,95834,CA,4,3,2258,Residential,2008-05-16,332000,38.6354,-121.53499
580 REGENCY PARK CIR,SACRAMENTO,95835,CA,3,3,2212,Residential,2008-05-16,334000,38.674864,-121.4958
5544 CAMAS CT,ORANGEVALE,95662,CA,3,2,1616,Residential,2008-05-16,335000,38.667703,-121.209456
5102 ARCHCREST WAY,SACRAMENTO,95835,CA,4,2,2372,Residential,2008-05-16,341000,38.668409999999994,-121.49463899999999
5725 BALFOR RD,ROCKLIN,95765,CA,5,3,2606,Residential,2008-05-16,346375,38.807815999999995,-121.270008
7697 ROSEHALL DR,ROSEVILLE,95678,CA,5,3,0,Residential,2008-05-16,347225,38.79218,-121.28595
4821 HUTSON WAY,ELK GROVE,95757,CA,5,3,2877,Residential,2008-05-16,349000,38.386239,-121.448159
4509 WINJE DR,ANTELOPE,95843,CA,3,2,2960,Residential,2008-05-16,350000,38.709513,-121.359357
1965 LAURELHURST LN,LINCOLN,95648,CA,2,2,0,Residential,2008-05-16,350000,38.853869,-121.27174199999999
6709 ROSE BRIDGE DR,ROSEVILLE,95678,CA,3,2,2172,Residential,2008-05-16,350000,38.792460999999996,-121.27571100000002
281 SPYGLASS HL,ROSEVILLE,95678,CA,3,2,2100,Condo,2008-05-16,350000,38.762153000000005,-121.283451
7709 RIVER VILLAGE DR,SACRAMENTO,95831,CA,3,2,1795,Residential,2008-05-16,351000,38.483212,-121.54019
4165 BRISBANE CIR,EL DORADO HILLS,95762,CA,3,2,0,Residential,2008-05-16,356200,38.686067,-121.07341299999999
506 BEDFORD CT,ROSEVILLE,95661,CA,4,2,2295,Residential,2008-05-16,360000,38.733985,-121.23676599999999
9048 PINTO CANYON WAY,ROSEVILLE,95747,CA,4,3,2577,Residential,2008-05-16,367463,38.792493,-121.33189899999999
2274 IVY BRIDGE DR,ROSEVILLE,95747,CA,0,0,0,Residential,2008-05-16,375000,38.778560999999996,-121.362008
14004 WALNUT AVE,WALNUT GROVE,95690,CA,3,1,1727,Residential,2008-05-16,380000,38.247659000000006,-121.515129
6905 FRANKFORT CT,ELK GROVE,95758,CA,3,2,1485,Residential,2008-05-16,380578,38.429139,-121.42344399999999
3621 WINTUN DR,CARMICHAEL,95608,CA,3,2,1655,Residential,2008-05-16,386222,38.629929,-121.323086
201 KIRKLAND CT,LINCOLN,95648,CA,0,0,0,Residential,2008-05-16,389000,38.867125,-121.31908500000002
12075 APPLESBURY CT,RANCHO CORDOVA,95742,CA,0,0,0,Residential,2008-05-16,390000,38.5357,-121.2249
1975 SIDESADDLE WAY,ROSEVILLE,95661,CA,3,2,2049,Residential,2008-05-16,395500,38.737871999999996,-121.249025
5420 ALMOND FALLS WAY,RANCHO CORDOVA,95742,CA,0,0,0,Residential,2008-05-16,396000,38.527384000000005,-121.233531
9677 PILLITERI CT,ELK GROVE,95757,CA,5,3,2875,Residential,2008-05-16,397000,38.405571,-121.445186
1515 EL CAMINO VERDE DR,LINCOLN,95648,CA,0,0,0,Residential,2008-05-16,400000,38.904869,-121.32075
556 PLATT CIR,EL DORADO HILLS,95762,CA,4,2,2199,Residential,2008-05-16,400000,38.656299,-121.079783
1792 DIAMOND WOODS CIR,ROSEVILLE,95747,CA,4,3,0,Residential,2008-05-16,412500,38.808581,-121.32785
1124 PERKINS WAY,SACRAMENTO,95818,CA,2,1,1304,Residential,2008-05-16,413500,38.551611,-121.50443700000001
4748 SALEM WAY,CARMICHAEL,95608,CA,3,2,2334,Residential,2008-05-16,415000,38.634111,-121.353376
1484 RADCLIFFE WAY,AUBURN,95603,CA,4,3,2278,Residential,2008-05-16,420454,38.935579,-121.07901799999999
51 AIKEN WAY,SACRAMENTO,95819,CA,3,1,1493,Residential,2008-05-16,425000,38.579326,-121.44252
2818 KNOLLWOOD DR,CAMERON PARK,95682,CA,3,2,0,Residential,2008-05-16,425000,38.669805,-120.999007
1536 STONEY CROSS LN,LINCOLN,95648,CA,0,0,0,Residential,2008-05-16,433500,38.860007,-121.310946
509 CASTILLIAN CT,ROSEVILLE,95747,CA,5,3,0,Residential,2008-05-16,438000,38.804773,-121.341195
700 HUNTER PL,FOLSOM,95630,CA,5,3,2787,Residential,2008-05-16,441000,38.660509999999995,-121.16368899999999
1240 FAY CIR,SACRAMENTO,95831,CA,5,3,2824,Residential,2008-05-16,445000,38.506371,-121.51445600000001
1113 SANDWICK WAY,FOLSOM,95630,CA,4,3,3261,Residential,2008-05-16,446000,38.673882,-121.10507700000001
3108 DELWOOD WAY,SACRAMENTO,95821,CA,4,2,2053,Residential,2008-05-16,450000,38.621565999999994,-121.37088200000001
3212 CORNICHE LN,ROSEVILLE,95661,CA,4,3,2379,Residential,2008-05-16,455000,38.750577,-121.232768
2159 BECKETT DR,EL DORADO HILLS,95762,CA,3,2,0,Residential,2008-05-16,460000,38.680092,-121.03646699999999
4320 FOUR SEASONS RD,PLACERVILLE,95667,CA,3,2,0,Residential,2008-05-16,475000,38.690867,-120.69364099999999
6401 MARSHALL RD,GARDEN VALLEY,95633,CA,3,2,0,Residential,2008-05-16,490000,38.84255,-120.8754
2089 BECKETT DR,EL DORADO HILLS,95762,CA,4,2,0,Residential,2008-05-16,493000,38.681778,-121.03583799999998
6196 EDGEHILL DR,EL DORADO HILLS,95762,CA,5,4,0,Residential,2008-05-16,508000,38.676131,-121.038931
200 HILLSFORD CT,ROSEVILLE,95747,CA,0,0,0,Residential,2008-05-16,511000,38.780051,-121.37871799999999
8217 PLUMERIA AVE,FAIR OAKS,95628,CA,3,2,3173,Residential,2008-05-16,525000,38.650735,-121.258628
4841 VILLAGE GREEN DR,EL DORADO HILLS,95762,CA,4,3,0,Residential,2008-05-16,533000,38.664066,-121.056735
3863 LAS PASAS WAY,SACRAMENTO,95864,CA,3,1,1348,Residential,2008-05-16,545000,38.588936,-121.37360600000001
820 DANA CT,AUBURN,95603,CA,4,3,0,Residential,2008-05-16,560000,38.865246,-121.09486899999999
1165 37TH ST,SACRAMENTO,95816,CA,2,1,1252,Residential,2008-05-16,575000,38.568438,-121.457854
203 CASCADE FALLS DR,FOLSOM,95630,CA,4,3,3229,Residential,2008-05-16,575000,38.703962,-121.1871
9880 IZILDA CT,SACRAMENTO,95829,CA,5,4,3863,Residential,2008-05-16,598695,38.45326,-121.32573000000001
1800 AVONDALE DR,ROSEVILLE,95747,CA,5,3,0,Residential,2008-05-16,600000,38.798448,-121.344054
4620 BROMWICH CT,ROCKLIN,95677,CA,4,3,0,Residential,2008-05-16,600000,38.772672,-121.22023200000001
620 KESWICK CT,GRANITE BAY,95746,CA,4,3,2356,Residential,2008-05-16,600000,38.732096000000006,-121.21914199999999
4478 GREENBRAE RD,ROCKLIN,95677,CA,0,0,0,Residential,2008-05-16,600000,38.781134,-121.222801
8432 BRIGGS DR,ROSEVILLE,95747,CA,5,3,3579,Residential,2008-05-16,610000,38.78861,-121.339495
200 CRADLE MOUNTAIN CT,EL DORADO HILLS,95762,CA,0,0,0,Residential,2008-05-16,622500,38.6478,-121.0309
2065 IMPRESSIONIST WAY,EL DORADO HILLS,95762,CA,0,0,0,Residential,2008-05-16,680000,38.682961,-121.033253
2982 ABERDEEN LN,EL DORADO HILLS,95762,CA,4,3,0,Residential,2008-05-16,879000,38.706692,-121.058869
9401 BARREL RACER CT,WILTON,95693,CA,4,3,4400,Residential,2008-05-16,884790,38.415298,-121.19485800000001
3720 VISTA DE MADERA,LINCOLN,95648,CA,3,3,0,Residential,2008-05-16,1551,38.851645,-121.231742
14151 INDIO DR,SLOUGHHOUSE,95683,CA,3,4,5822,Residential,2008-05-16,2000,38.490446999999996,-121.129337
7401 TOULON LN,SACRAMENTO,95828,CA,4,2,1512,Residential,2008-05-15,56950,38.488628000000006,-121.387759
9127 NEWHALL DR Unit 34,SACRAMENTO,95826,CA,1,1,611,Condo,2008-05-15,60000,38.542419,-121.359904
5937 BAMFORD DR,SACRAMENTO,95823,CA,2,1,876,Residential,2008-05-15,61000,38.471139,-121.432255
5672 HILLSDALE BLVD,SACRAMENTO,95842,CA,2,1,933,Condo,2008-05-15,62000,38.670466999999995,-121.359799
3920 39TH ST,SACRAMENTO,95820,CA,2,1,864,Residential,2008-05-15,68566,38.539213000000004,-121.46393
701 JESSIE AVE,SACRAMENTO,95838,CA,2,1,1011,Residential,2008-05-15,70000,38.643978000000004,-121.44956200000001
83 ARCADE BLVD,SACRAMENTO,95815,CA,4,2,1158,Residential,2008-05-15,80000,38.618716,-121.466327
601 REGGINALD WAY,SACRAMENTO,95838,CA,3,2,1092,Residential,2008-05-15,85500,38.64472,-121.452228
550 DEL VERDE CIR,SACRAMENTO,95833,CA,2,1,956,Condo,2008-05-15,92000,38.627146999999994,-121.500799
4113 DAYSTAR CT,SACRAMENTO,95824,CA,2,2,1139,Residential,2008-05-15,93600,38.520469,-121.458606
7374 TISDALE WAY,SACRAMENTO,95822,CA,3,1,1058,Residential,2008-05-15,95000,38.488238,-121.47256100000001
3348 RIO LINDA BLVD,SACRAMENTO,95838,CA,3,2,1040,Residential,2008-05-15,97750,38.628842,-121.446127
3935 LIMESTONE WAY,SACRAMENTO,95823,CA,3,2,1354,Residential,2008-05-15,104000,38.484374,-121.46315700000001
6208 GRATTAN WAY,NORTH HIGHLANDS,95660,CA,3,1,1051,Residential,2008-05-15,105000,38.679279,-121.37661499999999
739 E WOODSIDE LN Unit E,SACRAMENTO,95825,CA,1,1,682,Condo,2008-05-15,107666,38.578675,-121.409951
4225 46TH AVE,SACRAMENTO,95824,CA,3,1,1161,Residential,2008-05-15,109000,38.511893,-121.457676
1434 BELL AVE,SACRAMENTO,95838,CA,3,1,1004,Residential,2008-05-15,110000,38.647397999999995,-121.432914
5628 GEORGIA DR,NORTH HIGHLANDS,95660,CA,3,1,1229,Residential,2008-05-15,110000,38.669587,-121.379879
7629 BETH ST,SACRAMENTO,95832,CA,3,2,1249,Residential,2008-05-15,112500,38.480126,-121.48786899999999
2277 BABETTE WAY,SACRAMENTO,95832,CA,3,2,1161,Residential,2008-05-15,114800,38.479593,-121.48433999999999
6561 WEATHERFORD WAY,SACRAMENTO,95823,CA,3,1,1010,Residential,2008-05-15,116000,38.465551,-121.42661000000001
3035 ESTEPA DR Unit 5C,CAMERON PARK,95682,CA,0,0,0,Condo,2008-05-15,119000,38.681393,-120.99671299999999
5136 CABOT CIR,SACRAMENTO,95820,CA,4,2,1462,Residential,2008-05-15,121500,38.528479,-121.411806
7730 ROBINETTE RD,SACRAMENTO,95828,CA,3,2,1269,Residential,2008-05-15,122000,38.477090000000004,-121.410569
87 LACAM CIR,SACRAMENTO,95820,CA,2,2,1188,Residential,2008-05-15,123675,38.532359,-121.41167
1691 NOGALES ST,SACRAMENTO,95838,CA,4,2,1570,Residential,2008-05-15,126854,38.631925,-121.427775
3118 42ND ST,SACRAMENTO,95817,CA,3,2,1093,Residential,2008-05-15,127059,38.546091,-121.45774499999999
7517 50TH AVE,SACRAMENTO,95828,CA,3,1,962,Residential,2008-05-15,128687,38.507339,-121.41626699999999
4071 EVALITA WAY,SACRAMENTO,95823,CA,3,2,1089,Residential,2008-05-15,129500,38.466388,-121.45886100000001
7928 36TH AVE,SACRAMENTO,95824,CA,3,2,1127,Residential,2008-05-15,130000,38.52049,-121.411383
6631 DEMARET DR,SACRAMENTO,95822,CA,4,2,1309,Residential,2008-05-15,131750,38.506382,-121.483574
7043 9TH AVE,RIO LINDA,95673,CA,2,1,970,Residential,2008-05-15,132000,38.695589,-121.44413300000001
97 KENNELFORD CIR,SACRAMENTO,95823,CA,3,2,1144,Residential,2008-05-15,134000,38.462376,-121.426556
2636 TRONERO WAY,RANCHO CORDOVA,95670,CA,3,1,1000,Residential,2008-05-15,134000,38.593049,-121.30304
1530 TOPANGA LN Unit 204,LINCOLN,95648,CA,0,0,0,Condo,2008-05-15,138000,38.88415,-121.27027700000001
3604 KODIAK WAY,ANTELOPE,95843,CA,3,2,1206,Residential,2008-05-15,142000,38.706175,-121.379776
2149 COTTAGE WAY,SACRAMENTO,95825,CA,3,1,1285,Residential,2008-05-15,143012,38.603593,-121.41701100000002
8632 PRAIRIEWOODS DR,SACRAMENTO,95828,CA,3,2,1543,Residential,2008-05-15,145846,38.477563,-121.384382
612 STONE BLVD,WEST SACRAMENTO,95691,CA,2,1,884,Residential,2008-05-15,147000,38.563084,-121.535579
4180 12TH AVE,SACRAMENTO,95817,CA,3,1,1019,Residential,2008-05-15,148750,38.54117,-121.458129
8025 ARROYO VISTA DR,SACRAMENTO,95823,CA,4,2,1392,Residential,2008-05-15,150000,38.46654,-121.41902900000001
